ratio,sol_nodes_num,sol_nodes_ratio_origin,sol_nodes_ratio,remain_ratio_origin,remain_ratio
0.21,925,0.769550749,0.864663763,0.77665827,0.872649742
0.21,935,0.777870216,0.874011479,0.781772575,0.878396152
0.21,928,0.772046589,0.867468078,0.776569038,0.872549481
0.21,923,0.767886855,0.862794219,0.773031826,0.868575085
0.21,935,0.777870216,0.874011479,0.782426778,0.879131211
0.21,933,0.776206323,0.872141936,0.782718121,0.879458563
0.21,922,0.767054908,0.861859447,0.773489933,0.869089812
0.21,942,0.783693844,0.880554881,0.786310518,0.883494964
0.21,933,0.776206323,0.872141936,0.783375315,0.880196983
0.21,934,0.77703827,0.873076708,0.780284043,0.876723644
0.21,946,0.787021631,0.884293967,0.793624161,0.89171254
0.21,924,0.768718802,0.863728991,0.773869347,0.86951612
0.21,940,0.78202995,0.878685337,0.786610879,0.883832448
0.21,945,0.786189684,0.883359196,0.790794979,0.888533684
0.21,950,0.790349418,0.888033054,0.792326939,0.890254988
0.21,927,0.771214642,0.866533306,0.775732218,0.871609234
0.21,933,0.776206323,0.872141936,0.784033613,0.880936644
0.22,919,0.764559068,0.859055133,0.769681742,0.864810946
0.22,940,0.78202995,0.878685337,0.786610879,0.883832448
0.22,926,0.770382696,0.865598535,0.780117944,0.876537016
0.22,951,0.791181364,0.888967825,0.799159664,0.897932207
0.22,921,0.766222962,0.860924676,0.773299748,0.868876121
0.22,922,0.767054908,0.861859447,0.772841576,0.868361321
0.22,932,0.775374376,0.871207164,0.781879195,0.878515949
0.22,929,0.772878536,0.868402849,0.779362416,0.875688108
0.22,941,0.782861897,0.879620109,0.791421362,0.889237485
0.22,922,0.767054908,0.861859447,0.778059072,0.874223676
0.22,941,0.782861897,0.879620109,0.788107203,0.885513711
0.22,919,0.764559068,0.859055133,0.770973154,0.866261971
0.22,924,0.768718802,0.863728991,0.773869347,0.86951612
0.22,938,0.780366057,0.876815794,0.786912752,0.884171631
0.22,940,0.78202995,0.878685337,0.789915966,0.887546029
0.22,937,0.77953411,0.875881022,0.784100418,0.881011706
0.22,937,0.77953411,0.875881022,0.782136895,0.8788055
0.22,919,0.764559068,0.859055133,0.767752715,0.8626435
0.22,927,0.771214642,0.866533306,0.777684564,0.873802881
0.22,906,0.75374376,0.846903101,0.76070529,0.854725045
0.22,962,0.800332779,0.899250313,0.80704698,0.90679436
0.22,929,0.772878536,0.868402849,0.776106934,0.872030263
0.22,934,0.77703827,0.873076708,0.78487395,0.881880843
0.22,938,0.780366057,0.876815794,0.784280936,0.881214535
0.22,920,0.765391015,0.859989904,0.770519263,0.865751981
0.22,930,0.773710483,0.869337621,0.778894472,0.875162328
0.22,923,0.767886855,0.862794219,0.77173913,0.867122618
0.22,941,0.782861897,0.879620109,0.788107203,0.885513711
0.22,937,0.77953411,0.875881022,0.786733837,0.883970603
0.22,923,0.767886855,0.862794219,0.773031826,0.868575085
0.22,950,0.790349418,0.888033054,0.800336984,0.899255038
0.22,935,0.777870216,0.874011479,0.783738474,0.880605027
0.22,946,0.787021631,0.884293967,0.7909699,0.888730225
0.22,906,0.75374376,0.846903101,0.76070529,0.854725045
0.22,944,0.785357737,0.882424424,0.795952782,0.894328969
0.22,923,0.767886855,0.862794219,0.771094403,0.866398206
0.22,929,0.772878536,0.868402849,0.777405858,0.873489728
0.22,937,0.77953411,0.875881022,0.783444816,0.880275074
0.22,917,0.762895175,0.85718559,0.768650461,0.863652203
0.22,933,0.776206323,0.872141936,0.784033613,0.880936644
0.22,948,0.788685524,0.88616351,0.795969773,0.89434806
0.22,934,0.77703827,0.873076708,0.782900251,0.879663203
0.22,932,0.775374376,0.871207164,0.780569514,0.877044398
0.22,937,0.77953411,0.875881022,0.782790309,0.879539673
0.22,909,0.756239601,0.849707417,0.765151515,0.859720803
0.22,948,0.788685524,0.88616351,0.795302013,0.893597767
0.22,926,0.770382696,0.865598535,0.776845638,0.872860267
0.22,920,0.765391015,0.859989904,0.773759462,0.869392654
0.22,921,0.766222962,0.860924676,0.773299748,0.868876121
0.22,931,0.774542429,0.870272392,0.781040268,0.877573335
0.23,949,0.789517471,0.887098282,0.794142259,0.892294673
0.23,925,0.769550749,0.864663763,0.777310924,0.873383061
0.23,917,0.762895175,0.85718559,0.767364017,0.862206761
0.23,922,0.767054908,0.861859447,0.773489933,0.869089812
0.23,938,0.780366057,0.876815794,0.791561181,0.889394585
0.23,905,0.752911814,0.84596833,0.760504202,0.854499103
0.23,929,0.772878536,0.868402849,0.780672269,0.877159853
0.23,909,0.756239601,0.849707417,0.766441821,0.861170585
0.23,932,0.775374376,0.871207164,0.782535684,0.879253578
0.23,911,0.757903494,0.85157696,0.766190076,0.860887726
0.23,928,0.772046589,0.867468078,0.77721943,0.873280258
0.23,900,0.74875208,0.841294472,0.757575758,0.851208717
0.23,944,0.785357737,0.882424424,0.794612795,0.892823365
0.23,914,0.760399334,0.854381274,0.763575606,0.857950119
0.23,955,0.794509151,0.892706911,0.801174497,0.900196064
0.23,941,0.782861897,0.879620109,0.790092359,0.887744224
0.23,922,0.767054908,0.861859447,0.774139379,0.869819527
0.23,952,0.792013311,0.889902597,0.797988265,0.896616028
0.23,928,0.772046589,0.867468078,0.77852349,0.874745494
0.23,934,0.77703827,0.873076708,0.785534062,0.882622542
0.23,924,0.768718802,0.863728991,0.775167785,0.870975039
0.23,929,0.772878536,0.868402849,0.780016793,0.876423363
0.23,920,0.765391015,0.859989904,0.767946578,0.862861324
0.23,925,0.769550749,0.864663763,0.775356245,0.871186792
0.23,943,0.78452579,0.881489652,0.794439764,0.892628948
0.23,916,0.762063228,0.856250818,0.772344013,0.867802262
0.23,941,0.782861897,0.879620109,0.788107203,0.885513711
0.23,908,0.755407654,0.848772645,0.759832636,0.853744535
0.23,911,0.757903494,0.85157696,0.763621123,0.858001262
0.23,903,0.75124792,0.844098787,0.761382799,0.855486291
0.23,925,0.769550749,0.864663763,0.779932546,0.876328703
0.23,931,0.774542429,0.870272392,0.777777778,0.873907616
0.23,941,0.782861897,0.879620109,0.786789298,0.884032919
0.23,937,0.77953411,0.875881022,0.787394958,0.884713436
0.23,925,0.769550749,0.864663763,0.774058577,0.869728738
0.23,909,0.756239601,0.849707417,0.762583893,0.856835835
0.23,918,0.763727121,0.858120361,0.769488684,0.864594027
0.23,937,0.77953411,0.875881022,0.784100418,0.881011706
0.23,927,0.771214642,0.866533306,0.775732218,0.871609234
0.23,931,0.774542429,0.870272392,0.779731993,0.876103363
0.23,916,0.762063228,0.856250818,0.767812238,0.86271038
0.23,934,0.77703827,0.873076708,0.783557047,0.880401176
0.23,936,0.778702163,0.874946251,0.785234899,0.882286403
0.23,926,0.770382696,0.865598535,0.776845638,0.872860267
0.23,943,0.78452579,0.881489652,0.79177162,0.889631034
0.23,942,0.783693844,0.880554881,0.791596639,0.889434426
0.23,914,0.760399334,0.854381274,0.764214047,0.858667469
0.23,935,0.777870216,0.874011479,0.784395973,0.88134379
0.23,947,0.787853577,0.885228738,0.79180602,0.889669685
0.23,946,0.787021631,0.884293967,0.796296296,0.894714939
0.24,917,0.762895175,0.85718559,0.770588235,0.865829478
0.24,916,0.762063228,0.856250818,0.77039529,0.865612685
0.24,911,0.757903494,0.85157696,0.76106934,0.85513409
0.24,932,0.775374376,0.871207164,0.783193277,0.879992446
0.24,908,0.755407654,0.848772645,0.763666947,0.858052749
0.24,909,0.756239601,0.849707417,0.760669456,0.854684782
0.24,926,0.770382696,0.865598535,0.778151261,0.87432726
0.24,932,0.775374376,0.871207164,0.781879195,0.878515949
0.24,931,0.774542429,0.870272392,0.779731993,0.876103363
0.24,919,0.764559068,0.859055133,0.768394649,0.863364774
0.24,931,0.774542429,0.870272392,0.780385583,0.876837734
0.24,912,0.758735441,0.852511731,0.768323505,0.863284837
0.24,933,0.776206323,0.872141936,0.779448622,0.875784969
0.24,926,0.770382696,0.865598535,0.778805719,0.875062606
0.24,950,0.790349418,0.888033054,0.795644891,0.893983024
0.24,925,0.769550749,0.864663763,0.772765246,0.868275557
0.24,910,0.757071547,0.850642188,0.763422819,0.857778448
0.24,936,0.778702163,0.874946251,0.786554622,0.883769238
0.24,919,0.764559068,0.859055133,0.767752715,0.8626435
0.24,917,0.762895175,0.85718559,0.769941226,0.865102501
0.24,900,0.74875208,0.841294472,0.756302521,0.849778113
0.24,934,0.77703827,0.873076708,0.784214945,0.881140388
0.24,911,0.757903494,0.85157696,0.764261745,0.858721062
0.24,928,0.772046589,0.867468078,0.781144781,0.877690765
0.24,929,0.772878536,0.868402849,0.780672269,0.877159853
0.24,927,0.771214642,0.866533306,0.779646762,0.876007598
0.24,932,0.775374376,0.871207164,0.784511785,0.881473916
0.24,914,0.760399334,0.854381274,0.767422334,0.862272285
0.24,929,0.772878536,0.868402849,0.777405858,0.873489728
0.24,932,0.775374376,0.871207164,0.7786132,0.874846292
0.24,926,0.770382696,0.865598535,0.774895397,0.870668985
0.24,938,0.780366057,0.876815794,0.786253143,0.883430498
0.24,927,0.771214642,0.866533306,0.775083612,0.870880463
0.24,923,0.767886855,0.862794219,0.774328859,0.870032426
0.24,919,0.764559068,0.859055133,0.772268908,0.867717874
0.24,925,0.769550749,0.864663763,0.776006711,0.871917653
0.24,946,0.787021631,0.884293967,0.796296296,0.894714939
0.24,922,0.767054908,0.861859447,0.776094276,0.87201604
0.24,911,0.757903494,0.85157696,0.763621123,0.858001262
0.24,935,0.777870216,0.874011479,0.783082077,0.879867502
0.24,915,0.761231281,0.855316046,0.766974015,0.861768556
0.24,924,0.768718802,0.863728991,0.774518022,0.870244969
0.24,916,0.762063228,0.856250818,0.769747899,0.86488528
0.24,942,0.783693844,0.880554881,0.788944724,0.886454746
0.24,913,0.759567388,0.853446503,0.766582704,0.861328881
0.24,940,0.78202995,0.878685337,0.787269682,0.884572676
0.24,917,0.762895175,0.85718559,0.770588235,0.865829478
0.24,910,0.757071547,0.850642188,0.763422819,0.857778448
0.24,905,0.752911814,0.84596833,0.761143818,0.855217773
0.24,914,0.760399334,0.854381274,0.768067227,0.862996884
0.25,904,0.752079867,0.845033558,0.761583825,0.855712163
0.25,894,0.743760399,0.835685842,0.749371333,0.841990262
0.25,935,0.777870216,0.874011479,0.783738474,0.880605027
0.25,920,0.765391015,0.859989904,0.775716695,0.871591792
0.25,924,0.768718802,0.863728991,0.776470588,0.872438863
0.25,918,0.763727121,0.858120361,0.770134228,0.865319357
0.25,896,0.745424293,0.837555385,0.752941176,0.846001321
0.25,922,0.767054908,0.861859447,0.776094276,0.87201604
0.25,925,0.769550749,0.864663763,0.779932546,0.876328703
0.25,912,0.758735441,0.852511731,0.766386555,0.861108489
0.25,926,0.770382696,0.865598535,0.776194468,0.872128616
0.25,907,0.754575707,0.847837873,0.763468013,0.857829228
0.25,919,0.764559068,0.859055133,0.770326907,0.865535851
0.25,930,0.773710483,0.869337621,0.784810127,0.881809131
0.25,936,0.778702163,0.874946251,0.787216148,0.884512526
0.25,931,0.774542429,0.870272392,0.782352941,0.879048248
0.25,903,0.75124792,0.844098787,0.762668919,0.85693137
0.25,921,0.766222962,0.860924676,0.775905644,0.871804094
0.25,920,0.765391015,0.859989904,0.774410774,0.870124465
0.25,927,0.771214642,0.866533306,0.778337531,0.874536552
0.25,927,0.771214642,0.866533306,0.778991597,0.875271457
0.25,928,0.772046589,0.867468078,0.781802864,0.878430184
0.25,923,0.767886855,0.862794219,0.77628259,0.872227629
0.25,897,0.74625624,0.838490157,0.753781513,0.84694552
0.25,929,0.772878536,0.868402849,0.776755853,0.872759385
0.25,915,0.761231281,0.855316046,0.769554247,0.864667693
0.25,923,0.767886855,0.862794219,0.775630252,0.871494665
0.25,925,0.769550749,0.864663763,0.778619529,0.874853403
0.25,919,0.764559068,0.859055133,0.772918419,0.868447662
0.25,927,0.771214642,0.866533306,0.779646762,0.876007598
0.25,923,0.767886855,0.862794219,0.774328859,0.870032426
0.25,919,0.764559068,0.859055133,0.769681742,0.864810946
0.25,926,0.770382696,0.865598535,0.777497901,0.873593147
0.25,927,0.771214642,0.866533306,0.775732218,0.871609234
0.25,916,0.762063228,0.856250818,0.769101595,0.864159096
0.25,887,0.737936772,0.82914244,0.739166667,0.830524345
0.25,903,0.75124792,0.844098787,0.758823529,0.852610707
0.25,938,0.780366057,0.876815794,0.784937238,0.881951953
0.25,926,0.770382696,0.865598535,0.775544389,0.87139819
0.25,923,0.767886855,0.862794219,0.775630252,0.871494665
0.25,914,0.760399334,0.854381274,0.764853556,0.859386018
0.25,925,0.769550749,0.864663763,0.77665827,0.872649742
0.25,922,0.767054908,0.861859447,0.775441548,0.871282638
0.25,904,0.752079867,0.845033558,0.76222597,0.856433674
0.25,911,0.757903494,0.85157696,0.763621123,0.858001262
0.25,914,0.760399334,0.854381274,0.766135792,0.860826733
0.25,894,0.743760399,0.835685842,0.752525253,0.845533992
0.25,912,0.758735441,0.852511731,0.767031119,0.861832718
0.25,910,0.757071547,0.850642188,0.764705882,0.859220092
0.25,912,0.758735441,0.852511731,0.767031119,0.861832718
0.26,922,0.767054908,0.861859447,0.778716216,0.87496204
0.26,912,0.758735441,0.852511731,0.767031119,0.861832718
0.26,918,0.763727121,0.858120361,0.769488684,0.864594027
0.26,934,0.77703827,0.873076708,0.781589958,0.878190964
0.26,923,0.767886855,0.862794219,0.774328859,0.870032426
0.26,905,0.752911814,0.84596833,0.760504202,0.854499103
0.26,916,0.762063228,0.856250818,0.769747899,0.86488528
0.26,924,0.768718802,0.863728991,0.776470588,0.872438863
0.26,910,0.757071547,0.850642188,0.766638585,0.861391669
0.26,922,0.767054908,0.861859447,0.775441548,0.871282638
0.26,928,0.772046589,0.867468078,0.781802864,0.878430184
0.26,901,0.749584027,0.842229244,0.760337553,0.854311857
0.26,902,0.750415973,0.843164015,0.759898905,0.853818994
0.26,918,0.763727121,0.858120361,0.770780856,0.866045906
0.26,902,0.750415973,0.843164015,0.756711409,0.850237538
0.26,913,0.759567388,0.853446503,0.768518519,0.863503954
0.26,919,0.764559068,0.859055133,0.772918419,0.868447662
0.26,910,0.757071547,0.850642188,0.762144054,0.856341634
0.26,890,0.740432612,0.831946755,0.748528175,0.841042893
0.26,934,0.77703827,0.873076708,0.786195286,0.88336549
0.26,905,0.752911814,0.84596833,0.760504202,0.854499103
0.26,928,0.772046589,0.867468078,0.780487805,0.87695259
0.26,921,0.766222962,0.860924676,0.771356784,0.866693016
0.26,926,0.770382696,0.865598535,0.774895397,0.870668985
0.26,938,0.780366057,0.876815794,0.783625731,0.880478349
0.26,925,0.769550749,0.864663763,0.777964676,0.874117613
0.26,900,0.74875208,0.841294472,0.758853288,0.852644144
0.26,926,0.770382696,0.865598535,0.774895397,0.870668985
0.26,920,0.765391015,0.859989904,0.769874477,0.865027502
0.26,916,0.762063228,0.856250818,0.765886288,0.860546391
0.26,918,0.763727121,0.858120361,0.775993238,0.871902515
0.26,927,0.771214642,0.866533306,0.775732218,0.871609234
0.26,902,0.750415973,0.843164015,0.756711409,0.850237538
0.26,937,0.77953411,0.875881022,0.788720539,0.886202853
0.26,906,0.75374376,0.846903101,0.763268745,0.857605331
0.26,916,0.762063228,0.856250818,0.771043771,0.866341316
0.26,924,0.768718802,0.863728991,0.779089376,0.875381321
0.26,928,0.772046589,0.867468078,0.775271512,0.871091587
0.26,921,0.766222962,0.860924676,0.774600505,0.870337646
0.26,898,0.747088186,0.839424928,0.756529065,0.850032657
0.26,906,0.75374376,0.846903101,0.761344538,0.855443301
0.26,915,0.761231281,0.855316046,0.772151899,0.867586403
0.26,926,0.770382696,0.865598535,0.778805719,0.875062606
0.26,907,0.754575707,0.847837873,0.76154492,0.855668449
0.26,910,0.757071547,0.850642188,0.764705882,0.859220092
0.26,917,0.762895175,0.85718559,0.772535805,0.868017758
0.26,931,0.774542429,0.870272392,0.783670034,0.880528128
0.26,898,0.747088186,0.839424928,0.752724225,0.845757556
0.26,932,0.775374376,0.871207164,0.784511785,0.881473916
0.26,909,0.756239601,0.849707417,0.761944677,0.856117615
0.27,909,0.756239601,0.849707417,0.763224181,0.85755526
0.27,897,0.74625624,0.838490157,0.753148615,0.846234399
0.27,914,0.760399334,0.854381274,0.764214047,0.858667469
0.27,929,0.772878536,0.868402849,0.780672269,0.877159853
0.27,910,0.757071547,0.850642188,0.765349033,0.859942734
0.27,903,0.75124792,0.844098787,0.757550336,0.851180153
0.27,914,0.760399334,0.854381274,0.771959459,0.867370179
0.27,908,0.755407654,0.848772645,0.765598651,0.860223203
0.27,914,0.760399334,0.854381274,0.767422334,0.862272285
0.27,912,0.758735441,0.852511731,0.763819095,0.858223702
0.27,918,0.763727121,0.858120361,0.772077376,0.86750267
0.27,918,0.763727121,0.858120361,0.772727273,0.868232891
0.27,907,0.754575707,0.847837873,0.763468013,0.857829228
0.27,908,0.755407654,0.848772645,0.76302521,0.857331697
0.27,907,0.754575707,0.847837873,0.76090604,0.854950607
0.27,920,0.765391015,0.859989904,0.772460118,0.867932717
0.27,919,0.764559068,0.859055133,0.771620487,0.866989311
0.27,906,0.75374376,0.846903101,0.765202703,0.859778318
0.27,893,0.742928453,0.834751071,0.750420168,0.843168728
0.27,903,0.75124792,0.844098787,0.76010101,0.854046079
0.27,923,0.767886855,0.862794219,0.779560811,0.875911024
0.27,904,0.752079867,0.845033558,0.757753562,0.851408497
0.27,906,0.75374376,0.846903101,0.76070529,0.854725045
0.27,911,0.757903494,0.85157696,0.766190076,0.860887726
0.27,911,0.757903494,0.85157696,0.768128162,0.863065351
0.27,907,0.754575707,0.847837873,0.759631491,0.853518529
0.27,880,0.732113145,0.822599039,0.742616034,0.834400038
0.27,918,0.763727121,0.858120361,0.772077376,0.86750267
0.27,896,0.745424293,0.837555385,0.759322034,0.853170825
0.27,896,0.745424293,0.837555385,0.753574432,0.846712845
0.27,915,0.761231281,0.855316046,0.770850885,0.86612459
0.27,909,0.756239601,0.849707417,0.765151515,0.859720803
0.27,888,0.738768719,0.830077212,0.748735245,0.841275556
0.27,891,0.741264559,0.832881527,0.748110831,0.840573967
0.27,902,0.750415973,0.843164015,0.759898905,0.853818994
0.27,898,0.747088186,0.839424928,0.757166948,0.85074938
0.27,923,0.767886855,0.862794219,0.775630252,0.871494665
0.27,906,0.75374376,0.846903101,0.762626263,0.856883442
0.27,903,0.75124792,0.844098787,0.758186398,0.851894829
0.27,904,0.752079867,0.845033558,0.757118928,0.850695425
0.27,920,0.765391015,0.859989904,0.772460118,0.867932717
0.27,917,0.762895175,0.85718559,0.769941226,0.865102501
0.27,928,0.772046589,0.867468078,0.77852349,0.874745494
0.27,923,0.767886855,0.862794219,0.774328859,0.870032426
0.27,921,0.766222962,0.860924676,0.773299748,0.868876121
0.27,905,0.752911814,0.84596833,0.762426285,0.856658747
0.27,913,0.759567388,0.853446503,0.765939597,0.860606289
0.27,908,0.755407654,0.848772645,0.763666947,0.858052749
0.27,908,0.755407654,0.848772645,0.764309764,0.858775016
0.27,925,0.769550749,0.864663763,0.777310924,0.873383061
0.28,896,0.745424293,0.837555385,0.753574432,0.846712845
0.28,911,0.757903494,0.85157696,0.767481045,0.862338253
0.28,901,0.749584027,0.842229244,0.756507137,0.850008019
0.28,898,0.747088186,0.839424928,0.755892256,0.849317142
0.28,924,0.768718802,0.863728991,0.781065089,0.877601224
0.28,914,0.760399334,0.854381274,0.767422334,0.862272285
0.28,920,0.765391015,0.859989904,0.773759462,0.869392654
0.28,907,0.754575707,0.847837873,0.764755481,0.859275821
0.28,911,0.757903494,0.85157696,0.766835017,0.861612379
0.28,901,0.749584027,0.842229244,0.761622992,0.855756171
0.28,914,0.760399334,0.854381274,0.766778523,0.861548902
0.28,900,0.74875208,0.841294472,0.756938604,0.850492813
0.28,882,0.733777038,0.824468582,0.741176471,0.832782552
0.28,915,0.761231281,0.855316046,0.768261965,0.863215691
0.28,888,0.738768719,0.830077212,0.747474747,0.839859266
0.28,910,0.757071547,0.850642188,0.764063812,0.858498665
0.28,929,0.772878536,0.868402849,0.783966245,0.880860949
0.28,921,0.766222962,0.860924676,0.779187817,0.875491929
0.28,904,0.752079867,0.845033558,0.762869198,0.857156402
0.28,903,0.75124792,0.844098787,0.76010101,0.854046079
0.28,908,0.755407654,0.848772645,0.764309764,0.858775016
0.28,899,0.747920133,0.8403597,0.757371525,0.850979242
0.28,881,0.732945092,0.823533811,0.74534687,0.837468393
0.28,907,0.754575707,0.847837873,0.764755481,0.859275821
0.28,909,0.756239601,0.849707417,0.761944677,0.856117615
0.28,897,0.74625624,0.838490157,0.755050505,0.848371354
0.28,895,0.744592346,0.836620613,0.755274262,0.848622766
0.28,908,0.755407654,0.848772645,0.761106454,0.855175791
0.28,902,0.750415973,0.843164015,0.756711409,0.850237538
0.28,925,0.769550749,0.864663763,0.778619529,0.874853403
0.28,895,0.744592346,0.836620613,0.753367003,0.846479779
0.28,903,0.75124792,0.844098787,0.76010101,0.854046079
0.28,899,0.747920133,0.8403597,0.754827876,0.848121209
0.28,908,0.755407654,0.848772645,0.763666947,0.858052749
0.28,925,0.769550749,0.864663763,0.779275484,0.875590431
0.28,892,0.742096506,0.833816299,0.752107926,0.845065085
0.28,920,0.765391015,0.859989904,0.773759462,0.869392654
0.28,906,0.75374376,0.846903101,0.76070529,0.854725045
0.28,896,0.745424293,0.837555385,0.754208754,0.847425566
0.28,924,0.768718802,0.863728991,0.773221757,0.868788491
0.28,906,0.75374376,0.846903101,0.76391231,0.858328438
0.28,899,0.747920133,0.8403597,0.759290541,0.853135439
0.28,902,0.750415973,0.843164015,0.757983193,0.851666509
0.28,917,0.762895175,0.85718559,0.775803723,0.871689576
0.28,906,0.75374376,0.846903101,0.765202703,0.859778318
0.28,906,0.75374376,0.846903101,0.763268745,0.857605331
0.28,906,0.75374376,0.846903101,0.76070529,0.854725045
0.28,925,0.769550749,0.864663763,0.779275484,0.875590431
0.28,917,0.762895175,0.85718559,0.770588235,0.865829478
0.28,903,0.75124792,0.844098787,0.758186398,0.851894829
0.29,904,0.752079867,0.845033558,0.762869198,0.857156402
0.29,919,0.764559068,0.859055133,0.774220725,0.869910927
0.29,888,0.738768719,0.830077212,0.748735245,0.841275556
0.29,909,0.756239601,0.849707417,0.767088608,0.861897312
0.29,904,0.752079867,0.845033558,0.760942761,0.854991866
0.29,881,0.732945092,0.823533811,0.744716822,0.836760474
0.29,869,0.72296173,0.812316551,0.732097725,0.822581713
0.29,928,0.772046589,0.867468078,0.782462057,0.879170851
0.29,907,0.754575707,0.847837873,0.766047297,0.8607273
0.29,886,0.737104825,0.828207669,0.747048904,0.839380791
0.29,896,0.745424293,0.837555385,0.752941176,0.846001321
0.29,905,0.752911814,0.84596833,0.760504202,0.854499103
0.29,902,0.750415973,0.843164015,0.76440678,0.858884022
0.29,918,0.763727121,0.858120361,0.770780856,0.866045906
0.29,911,0.757903494,0.85157696,0.765546218,0.86016429
0.29,903,0.75124792,0.844098787,0.759461733,0.85332779
0.29,905,0.752911814,0.84596833,0.76371308,0.858104584
0.29,916,0.762063228,0.856250818,0.77039529,0.865612685
0.29,897,0.74625624,0.838490157,0.758883249,0.852677808
0.29,902,0.750415973,0.843164015,0.759898905,0.853818994
0.29,895,0.744592346,0.836620613,0.757832345,0.851497017
0.29,884,0.735440932,0.826338126,0.742857143,0.834670947
0.29,895,0.744592346,0.836620613,0.752733389,0.845767853
0.29,888,0.738768719,0.830077212,0.748104465,0.840566815
0.29,891,0.741264559,0.832881527,0.75,0.842696629
0.29,914,0.760399334,0.854381274,0.768713204,0.863722701
0.29,908,0.755407654,0.848772645,0.764309764,0.858775016
0.29,906,0.75374376,0.846903101,0.765849535,0.860505096
0.29,892,0.742096506,0.833816299,0.750841751,0.843642417
0.29,905,0.752911814,0.84596833,0.757956449,0.85163646
0.29,904,0.752079867,0.845033558,0.759663866,0.853554906
0.29,910,0.757071547,0.850642188,0.766638585,0.861391669
0.29,918,0.763727121,0.858120361,0.772077376,0.86750267
0.29,906,0.75374376,0.846903101,0.76070529,0.854725045
0.29,900,0.74875208,0.841294472,0.756302521,0.849778113
0.29,896,0.745424293,0.837555385,0.758037225,0.851727219
0.29,895,0.744592346,0.836620613,0.754001685,0.847192904
0.29,881,0.732945092,0.823533811,0.741582492,0.833238755
0.29,920,0.765391015,0.859989904,0.774410774,0.870124465
0.29,911,0.757903494,0.85157696,0.767481045,0.862338253
0.29,899,0.747920133,0.8403597,0.760575296,0.854578984
0.29,902,0.750415973,0.843164015,0.75862069,0.852382798
0.29,904,0.752079867,0.845033558,0.759026029,0.852838235
0.29,903,0.75124792,0.844098787,0.758823529,0.852610707
0.29,916,0.762063228,0.856250818,0.769101595,0.864159096
0.29,911,0.757903494,0.85157696,0.768128162,0.863065351
0.29,902,0.750415973,0.843164015,0.761181435,0.855260039
0.29,911,0.757903494,0.85157696,0.770076078,0.86525402
0.29,894,0.743760399,0.835685842,0.750629723,0.843404183
0.29,897,0.74625624,0.838490157,0.753781513,0.84694552
0.3,905,0.752911814,0.84596833,0.761143818,0.855217773
0.3,912,0.758735441,0.852511731,0.768971332,0.864012733
0.3,901,0.749584027,0.842229244,0.759056445,0.85287241
0.3,907,0.754575707,0.847837873,0.763468013,0.857829228
0.3,889,0.739600666,0.831011984,0.753389831,0.846505428
0.3,880,0.732113145,0.822599039,0.738874895,0.830196511
0.3,874,0.727121464,0.816990409,0.734453782,0.825228969
0.3,881,0.732945092,0.823533811,0.740958789,0.832537965
0.3,900,0.74875208,0.841294472,0.760777684,0.854806387
0.3,922,0.767054908,0.861859447,0.772841576,0.868361321
0.3,875,0.727953411,0.817925181,0.738396624,0.829659128
0.3,887,0.737936772,0.82914244,0.749155405,0.841747646
0.3,908,0.755407654,0.848772645,0.761744966,0.85589322
0.3,898,0.747088186,0.839424928,0.759087067,0.852906817
0.3,886,0.737104825,0.828207669,0.743288591,0.83515572
0.3,894,0.743760399,0.835685842,0.755067568,0.848390526
0.3,893,0.742928453,0.834751071,0.751683502,0.844588204
0.3,911,0.757903494,0.85157696,0.764903442,0.85944207
0.3,933,0.776206323,0.872141936,0.783375315,0.880196983
0.3,907,0.754575707,0.847837873,0.765400844,0.860000948
0.3,893,0.742928453,0.834751071,0.756138865,0.84959423
0.3,896,0.745424293,0.837555385,0.754844145,0.848139489
0.3,925,0.769550749,0.864663763,0.777964676,0.874117613
0.3,884,0.735440932,0.826338126,0.744734625,0.836780478
0.3,895,0.744592346,0.836620613,0.752733389,0.845767853
0.3,897,0.74625624,0.838490157,0.754415475,0.847657837
0.3,907,0.754575707,0.847837873,0.764111205,0.858551916
0.3,900,0.74875208,0.841294472,0.755667506,0.849064613
0.3,905,0.752911814,0.84596833,0.760504202,0.854499103
0.3,909,0.756239601,0.849707417,0.762583893,0.856835835
0.3,885,0.736272879,0.827272898,0.743697479,0.835615145
0.3,898,0.747088186,0.839424928,0.754621849,0.847889718
0.3,901,0.749584027,0.842229244,0.757779647,0.851437806
0.3,903,0.75124792,0.844098787,0.761382799,0.855486291
0.3,895,0.744592346,0.836620613,0.755912162,0.849339508
0.3,871,0.724625624,0.814186094,0.735021097,0.825866401
0.3,892,0.742096506,0.833816299,0.751474305,0.844353152
0.3,894,0.743760399,0.835685842,0.753794266,0.846959849
0.3,906,0.75374376,0.846903101,0.762626263,0.856883442
0.3,909,0.756239601,0.849707417,0.765151515,0.859720803
0.3,898,0.747088186,0.839424928,0.756529065,0.850032657
0.3,915,0.761231281,0.855316046,0.769554247,0.864667693
0.3,887,0.737936772,0.82914244,0.747892074,0.840328173
0.3,901,0.749584027,0.842229244,0.757779647,0.851437806
0.3,896,0.745424293,0.837555385,0.756118143,0.849570947
0.3,915,0.761231281,0.855316046,0.766331658,0.861046807
0.3,894,0.743760399,0.835685842,0.751260504,0.844112926
