0	1
1	2
2	10
3	12
4	13
5	14
6	15
7	16
8	18
9	19
10	20
11	21
12	22
13	23
14	25
15	27
16	100499483
17	29
18	30
19	31
20	32
21	33
22	34
23	36
24	37
25	38
26	39
27	40
28	41
29	43
30	131118
31	47
32	48
33	50
34	51
35	52
36	54
37	55
38	58
39	59
40	60
41	70
42	71
43	81
44	86
45	87
46	88
47	89
48	90
49	91
50	92
51	93
52	94
53	95
54	97
55	102
56	103
57	104
58	105
59	107
60	108
61	116
62	118
63	119
64	120
65	123
66	124
67	125
68	127
69	128
70	130
71	132
72	133
73	135
74	142
75	143
76	146
77	154
78	156
79	157
80	158
81	159
82	160
83	161
84	162
85	163
86	164
87	166
88	173
89	175
90	176
91	177
92	178
93	181
94	182
95	183
96	185
97	186
98	187
99	190
100	191
101	196
102	197
103	202
104	203
105	204
106	205
107	207
108	208
109	210
110	211
111	213
112	214
113	215
114	216
115	217
116	218
117	219
118	220
119	223
120	224
121	226
122	229
123	230
124	231
125	238
126	239
127	240
128	248
129	249
130	250
131	251
132	164091
133	259
134	267
135	268
136	269
137	271
138	272
139	273
140	274
141	275
142	276
143	278
144	286
145	287
146	288
147	291
148	292
149	293
150	301
151	302
152	131377
153	307
154	308
155	309
156	310
157	312
158	316
159	317
160	318
161	319
162	320
163	321
164	322
165	323
166	324
167	325
168	326
169	327
170	328
171	329
172	330
173	331
174	332
175	333
176	334
177	335
178	336
179	337
180	338
181	339
182	347
183	348
184	350
185	351
186	353
187	354
188	355
189	356
190	357
191	358
192	367
193	369
194	372
195	373
196	374
197	375
198	378
199	379
200	381
201	382
202	383
203	387
204	388
205	389
206	390
207	391
208	392
209	394
210	396
211	397
212	400
213	402
214	403
215	131474
216	405
217	406
218	407
219	408
220	409
221	410
222	412
223	420
224	421
225	427
226	432
227	433
228	439
229	440
230	65975
231	65977
232	443
233	444
234	445
235	65979
236	65983
237	65982
238	164284
239	65986
240	65988
241	65989
242	65991
243	65992
244	65993
245	65997
246	462
247	463
248	66000
249	466
250	467
251	468
252	66002
253	66005
254	471
255	472
256	66008
257	476
258	477
259	478
260	479
261	481
262	482
263	483
264	486
265	487
266	488
267	490
268	491
269	492
270	493
271	131566
272	495
273	498
274	66036
275	501
276	66037
277	506
278	131578
279	509
280	513
281	514
282	515
283	100532737
284	518
285	521
286	522
287	523
288	197131
289	525
290	526
291	527
292	528
293	529
294	131601
295	533
296	534
297	535
298	538
299	539
300	540
301	131616
302	545
303	546
304	547
305	550
306	551
307	554
308	164395
309	558
310	563
311	566
312	567
313	570
314	571
315	572
316	573
317	575
318	578
319	580
320	581
321	582
322	586
323	587
324	590
325	593
326	594
327	595
328	596
329	597
330	598
331	599
332	602
333	604
334	605
335	607
336	608
337	613
338	617
339	622
340	624
341	627
342	629
343	633
344	634
345	636
346	637
347	638
348	639
349	640
350	641
351	642
352	644
353	645
354	648
355	649
356	650
357	197257
358	652
359	197259
360	655
361	657
362	658
363	659
364	660
365	661
366	662
367	664
368	665
369	667
370	668
371	670
372	672
373	673
374	675
375	677
376	678
377	682
378	684
379	685
380	688
381	689
382	695
383	696
384	699
385	701
386	705
387	708
388	710
389	712
390	713
391	714
392	715
393	716
394	717
395	718
396	719
397	720
398	721
399	722
400	197322
401	725
402	727
403	728
404	729
405	730
406	731
407	732
408	733
409	197335
410	735
411	738
412	740
413	741
414	746
415	752
416	753
417	164592
418	755
419	758
420	759
421	760
422	763
423	767
424	768
425	771
426	773
427	775
428	776
429	780
430	781
431	782
432	790
433	799
434	800
435	801
436	805
437	808
438	810
439	811
440	813
441	814
442	815
443	816
444	817
445	818
446	819
447	164656
448	821
449	822
450	823
451	824
452	825
453	826
454	827
455	164668
456	829
457	830
458	831
459	832
460	833
461	834
462	835
463	836
464	837
465	839
466	840
467	841
468	842
469	843
470	845
471	846
472	847
473	857
474	858
475	859
476	860
477	861
478	862
479	863
480	864
481	865
482	866
483	867
484	868
485	871
486	873
487	874
488	875
489	881
490	883
491	885
492	887
493	889
494	890
495	891
496	892
497	131965
498	894
499	896
500	898
501	900
502	901
503	902
504	904
505	908
506	910
507	912
508	913
509	914
510	915
511	916
512	917
513	919
514	920
515	921
516	922
517	923
518	924
519	925
520	928
521	929
522	930
523	132001
524	932
525	933
526	939
527	940
528	169522
529	132014
530	944
531	945
532	948
533	949
534	950
535	952
536	955
537	957
538	958
539	959
540	960
541	961
542	963
543	965
544	966
545	967
546	969
547	970
548	972
549	973
550	974
551	975
552	976
553	977
554	978
555	983
556	984
557	987
558	988
559	989
560	990
561	991
562	993
563	994
564	995
565	996
566	997
567	998
568	999
569	1000
570	1001
571	1003
572	1004
573	1005
574	1006
575	1007
576	1008
577	1009
578	1012
579	1013
580	1014
581	1015
582	1016
583	1017
584	1018
585	1019
586	1020
587	1021
588	1022
589	1024
590	1025
591	1026
592	1027
593	1029
594	1030
595	1031
596	1032
597	1036
598	1039
599	1040
600	1041
601	1044
602	1045
603	1046
604	1050
605	1051
606	1052
607	1053
608	1054
609	1058
610	1059
611	1060
612	1062
613	1063
614	1066
615	1068
616	1069
617	1070
618	132141
619	1072
620	1073
621	1080
622	1082
623	1084
624	132158
625	1102
626	1104
627	1105
628	1106
629	1107
630	1108
631	1109
632	1111
633	1114
634	1116
635	1117
636	1119
637	1121
638	1131
639	1132
640	1136
641	1138
642	1139
643	1144
644	1147
645	1149
646	1152
647	1153
648	1154
649	1155
650	132228
651	1158
652	1159
653	1160
654	1161
655	1163
656	1164
657	1173
658	1174
659	1175
660	1176
661	1182
662	1183
663	1191
664	1192
665	1193
666	1195
667	1196
668	1198
669	1200
670	1201
671	1203
672	1207
673	1211
674	1212
675	1213
676	132299
677	1230
678	1232
679	1234
680	1236
681	1237
682	1238
683	1241
684	1244
685	132320
686	1258
687	165100
688	1263
689	1265
690	1266
691	1267
692	1268
693	1270
694	1271
695	1272
696	1277
697	1278
698	1280
699	1281
700	1282
701	1284
702	1285
703	1286
704	1287
705	1288
706	1289
707	1291
708	1292
709	1293
710	1294
711	1295
712	1296
713	1299
714	1300
715	165140
716	1303
717	1305
718	1308
719	1311
720	1312
721	1314
722	1315
723	1316
724	1317
725	1326
726	1327
727	1329
728	1339
729	1340
730	1349
731	1351
732	1356
733	132430
734	1361
735	1362
736	1363
737	1365
738	1366
739	1369
740	1373
741	1374
742	165215
743	1376
744	1378
745	1380
746	1381
747	1385
748	1386
749	1387
750	1390
751	1393
752	1395
753	1397
754	1398
755	1399
756	1400
757	1401
758	1404
759	1406
760	1407
761	1408
762	1409
763	1410
764	1417
765	1429
766	1431
767	1432
768	1434
769	1436
770	1438
771	1439
772	1440
773	1441
774	1445
775	1447
776	1448
777	1452
778	1453
779	1454
780	1455
781	1456
782	1457
783	1459
784	1460
785	1462
786	1464
787	1465
788	1468
789	1469
790	1470
791	1471
792	1472
793	1474
794	1475
795	1476
796	1477
797	1478
798	1479
799	165324
800	1486
801	1487
802	1488
803	1489
804	1490
805	1491
806	1493
807	1495
808	1496
809	1499
810	1500
811	1501
812	1503
813	1508
814	1509
815	1510
816	1511
817	1512
818	1513
819	1514
820	1515
821	100861412
822	1519
823	1522
824	1523
825	1525
826	1527
827	1528
828	1535
829	1536
830	1539
831	1540
832	1543
833	1544
834	1551
835	1555
836	1557
837	1558
838	1559
839	1562
840	1565
841	1571
842	1576
843	1577
844	1579
845	1580
846	1581
847	1582
848	1583
849	1586
850	1588
851	132660
852	1595
853	1600
854	1601
855	1602
856	1604
857	1605
858	1610
859	1612
860	1613
861	1615
862	1616
863	1620
864	1622
865	1627
866	1628
867	1629
868	1630
869	1632
870	1633
871	1634
872	1635
873	1636
874	1638
875	1639
876	1641
