#Protein A	Protein B
1457	4205
1457	4363
1457	4430
1457	4628
1457	4735
1457	4867
1457	4928
1457	5058
1457	5082
1457	5236
1457	5295
1457	5305
1457	5311
1457	5337
1457	5430
1457	5591
1457	5594
1457	5788
1457	6045
1457	6667
1457	6688
1457	6711
1457	6714
1457	6749
1457	6830
1457	6872
1457	6945
1457	7126
1457	7421
1457	7454
1457	7465
1457	7520
1457	7535
1457	7874
1457	8030
1457	8110
1457	8473
1457	8554
1457	8563
1457	8829
1457	9612
1457	9656
1457	9675
1457	9702
1457	9790
1457	9813
1457	9918
1457	9967
1457	10013
1457	10130
1457	10163
1457	10238
1457	10287
1457	10291
1457	10499
1457	10982
1457	11124
1457	11198
1457	11281
1457	23028
1457	23136
1457	23248
1457	23316
1457	23358
1457	23367
1457	23451
1457	23524
1457	25942
1457	26053
1457	26065
1457	26353
1457	27250
1457	29766
1457	51631
1457	51741
1457	54521
1457	54778
1457	55690
1457	57062
1457	57448
1457	57520
1457	57599
1457	64170
1457	79869
1457	84464
1457	92345
1457	653361
1457	100506658
1459	1824
1459	2246
1459	3030
1459	3065
1459	3190
1459	3192
1459	3428
1459	3603
1459	3915
1459	4744
1459	4799
1459	5058
1459	5305
1459	5356
1459	5591
1459	5788
1459	6045
1459	6232
1459	6235
1459	6383
1459	6945
1459	7014
1459	7052
1459	7431
1459	7454
1459	7508
1459	8396
1459	8607
1459	8829
1459	9070
1459	9135
1459	9447
1459	9640
1459	9813
1459	9967
1459	9975
1459	10013
1459	10075
1459	10238
1459	10287
1459	23028
1459	23095
1459	23136
1459	23244
1459	23336
1459	23503
1459	23524
1459	26053
1459	51631
1459	51741
1459	54778
1459	55959
1459	57062
1459	57154
1459	57599
1459	58533
1459	79837
1459	84254
1459	253143
1459	653361
1486	1667
1486	23048
1486	153562
1490	1956
1490	2033
1490	2335
1490	3678
1490	5430
1490	6872
1490	7040
1490	7043
1490	9734
1490	10765
1490	25820
1490	55128
1500	1956
1500	2534
1500	3428
1500	3932
1500	5578
1500	5663
1500	5777
1500	5795
1500	5797
1500	6714
1500	8452
1500	8613
1500	11035
1500	29119
1500	57599
1514	3827
1514	8530
1520	3660
1520	3827
1520	5335
1536	4688
1536	5321
1536	5880
1536	8826
1536	653361
1544	3172
1548	1549
1548	3172
1549	1553
1555	3172
1558	3172
1558	5663
1558	22983
1562	5663
1562	6383
1562	6542
1573	3172
1573	7597
1576	5578
1579	5295
1579	23533
1579	284541
1582	3172
1582	8073
1582	8916
1601	2335
1601	2534
1601	2885
1601	3635
1601	3690
1601	4040
1601	4088
1601	5295
1601	5578
1601	5579
1601	5580
1601	6453
1601	6714
1601	7048
1601	8826
1601	9631
1601	22919
1601	56252
1601	79869
1601	342371
1603	1948
1603	2035
1603	3172
1603	7434
1603	9641
1603	26045
1603	79867
1604	2534
1604	3172
1604	3932
1604	4124
1604	4358
1604	6513
1604	6872
1604	10269
1604	11031
1605	2534
1605	2885
1605	3113
1605	3172
1605	3598
1605	3688
1605	3964
1605	3965
1605	5295
1605	5747
1605	6714
1605	7094
1605	7402
1605	8641
1605	9215
1605	11059
1605	11328
1605	56110
1605	56134
1605	79867
1605	90273
1606	3932
1606	6714
1611	9869
1611	90249
1612	4430
1612	4642
1612	5315
1612	5594
1612	6767
1612	7170
1612	8452
1612	10437
1612	10625
1612	11035
1612	23582
1612	29766
1612	79705
1612	90249
1621	6453
1635	26003
1642	2033
1642	2074
1642	2869
1642	3064
1642	3065
1642	3720
1642	3752
1642	4149
1642	4205
1642	4771
1642	5430
1642	6297
1642	6502
1642	6872
1642	7014
1642	7133
1642	7189
1642	7508
1642	8315
1642	8450
1642	8452
1642	8454
1642	9341
1642	9702
1642	10075
1642	10238
1642	10395
1642	11137
1642	11190
1642	22938
1642	23136
1642	23197
1642	25939
1642	25942
1642	26523
1642	27130
1642	27161
1642	50717
1642	51366
1642	51666
1642	54880
1642	55070
1642	55626
1642	55746
1642	57654
1642	57727
1642	79132
1642	79595
1642	79913
1642	80344
1642	84254
1642	84464
1642	149628
1642	163590
1644	22926
1659	3172
1659	3428
1659	4088
1659	6872
1659	8452
1659	9716
1659	10450
1659	22880
1659	22938
1659	23210
1659	23382
1659	284058
1667	1668
1667	1956
1667	3485
1667	3679
1667	3977
1667	4122
1667	4126
1667	5327
1667	5361
1667	5362
1667	5641
1667	7040
1667	7049
1667	7837
1667	8828
1667	9254
1667	10577
1667	22795
1667	23505
1667	51104
1667	51752
1667	55761
1667	55959
1667	64093
1667	64420
1667	153642
1667	728358
1729	2335
1729	2885
1729	3055
1729	4643
1729	5311
1729	7412
1729	8522
1729	8826
1729	10238
1729	22938
1729	23380
1729	51741
1729	55125
1729	79670
1730	25885
1735	10419
1741	2977
1741	3759
1741	3768
1741	3891
1741	6329
1741	8347
1741	9228
1741	22837
1741	23095
1741	27165
1741	59339
1743	2869
1743	2885
1743	3172
1743	7704
1743	8975
1743	9231
1743	9641
1743	10013
1759	1859
1759	2885
1759	3064
1759	4643
1759	5295
1759	5335
1759	5578
1759	6453
1759	6714
1759	8554
1759	9685
1759	23048
1759	23268
1759	29993
1759	51429
1759	54901
1759	79754
1759	115677
1768	8139
1778	1783
1778	1861
1778	1956
1778	2035
1778	2335
1778	2885
1778	3064
1778	4149
1778	4763
1778	4867
1778	5580
1778	6045
1778	6801
1778	7189
1778	7412
1778	7520
1778	7874
1778	8452
1778	9590
1778	10013
1778	10291
1778	11064
1778	22919
1778	22938
1778	23043
1778	23248
1778	23299
1778	25893
1778	27185
1778	55746
1778	56922
1778	57727
1778	64087
1778	80230
1778	81565
1778	158471
1783	8452
1783	22938
1783	25893
1783	25966
1783	158471
1793	2534
1793	2885
1793	5747
1793	5880
1793	6714
1793	8454
1793	9844
1793	10163
1793	22938
1793	23210
1794	3190
1794	3198
1794	5062
1794	5880
1794	7409
1794	9844
1794	22938
1794	23582
1798	3172
1798	4149
1798	6872
1798	8452
1824	1832
1824	5297
1826	5058
1826	5430
1826	63897
1831	2534
1831	3065
1831	3551
1831	3932
1831	5105
1831	5594
1831	493861
1832	3716
1832	5175
1832	5578
1832	5663
1832	5869
1832	7431
1832	8428
1832	8452
1832	9641
1832	11064
1832	22919
1832	22938
1832	51741
1832	116840
1838	5578
1838	6293
1838	7402
1838	8495
1838	8500
1838	11281
1838	23209
1838	24144
1838	51225
1838	81565
1844	5594
1847	5594
1847	6872
1849	4744
1849	5129
1849	5594
1859	2033
1859	4088
1859	5430
1859	5573
1859	5934
1859	6429
1859	6908
1859	7531
1859	10238
1859	23451
1859	26037
1859	26524
1859	28996
1859	81558
1859	254225
1861	26092
1861	57168
1861	79600
1861	163590
1889	3827
1889	3964
1889	3965
1889	5796
1889	23197
1889	55061
1893	2201
1893	2335
1893	3560
1893	5297
1893	5577
1893	6872
1893	8454
1893	10020
1893	11213
1893	22915
1893	57520
1893	84656
1896	2823
1896	10491
1896	23352
1896	23524
1896	25942
1896	27202
1896	55214
1896	55340
1896	56134
1896	56888
1896	92345
1901	3101
1901	6667
1901	6714
1901	6872
1901	55204
1948	2047
1948	4763
1948	5175
1948	5295
1948	5663
1948	6383
1948	6714
1948	8503
1948	8776
1948	9672
1948	23066
1948	23196
1948	23239
1948	23426
1948	55852
1948	113174
1951	2534
1951	2885
1951	8139
1951	8641
1951	8888
1951	9320
1951	9742
1951	56104
1951	57731
1951	64881
1956	1969
1956	2035
1956	2040
1956	2059
1956	2064
1956	2065
1956	2103
1956	2289
1956	2335
1956	2444
1956	2547
1956	2549
1956	2778
1956	2805
1956	2885
1956	2887
1956	3055
1956	3064
1956	3098
1956	3099
1956	3190
1956	3305
1956	3383
1956	3419
1956	3480
1956	3667
1956	3678
1956	3689
1956	3691
1956	3698
1956	3703
1956	3716
1956	3717
1956	3752
1956	3842
1956	3937
1956	3964
1956	4067
1956	4233
1956	4358
1956	4430
1956	4642
1956	4684
1956	4719
1956	4882
1956	4976
1956	5058
1956	5156
1956	5165
1956	5209
1956	5213
1956	5287
1956	5295
1956	5315
1956	5335
1956	5336
1956	5337
1956	5338
1956	5537
1956	5562
1956	5573
1956	5578
1956	5579
1956	5580
1956	5587
1956	5591
1956	5594
1956	5604
1956	5708
1956	5727
1956	5747
1956	5777
1956	5787
1956	5788
1956	5789
1956	5795
1956	5796
1956	5824
1956	6184
1956	6210
1956	6280
1956	6282
1956	6400
1956	6503
1956	6654
1956	6714
1956	6777
1956	6850
1956	6874
1956	7040
1956	7094
1956	7097
1956	7099
1956	7170
1956	7171
1956	7178
1956	7385
1956	7409
1956	7430
1956	7454
1956	7520
1956	7531
1956	7535
1956	7903
1956	8239
1956	8347
1956	8450
1956	8503
1956	8560
1956	8650
1956	8729
1956	8826
1956	8905
1956	8906
1956	9046
1956	9047
1956	9052
1956	9180
1956	9181
1956	9183
1956	9184
1956	9382
1956	9577
1956	9590
1956	9675
1956	9846
1956	9972
1956	9980
1956	10013
1956	10040
1956	10075
1956	10128
1956	10165
1956	10277
1956	10451
1956	10466
1956	10526
1956	10558
1956	10565
1956	10718
1956	10845
1956	10891
1956	10956
1956	11184
1956	22983
1956	23039
1956	23041
1956	23197
1956	23230
1956	23233
1956	23244
1956	23317
1956	23352
1956	25939
1956	26046
1956	26092
1956	27161
1956	29956
1956	50628
1956	51429
1956	54206
1956	54504
1956	54863
1956	54888
1956	54892
1956	54915
1956	55622
1956	55705
1956	55715
1956	57510
1956	57674
1956	58533
1956	64328
1956	64420
1956	64759
1956	64866
1956	65005
1956	65059
1956	79026
1956	79705
1956	80185
1956	83442
1956	84135
1956	84896
1956	84959
1956	88455
1956	91607
1956	113174
1956	124930
1958	2033
1958	2065
1958	3065
1958	3553
1958	4772
1958	5708
1958	6667
1958	7421
1962	3092
1962	3172
1962	4281
1962	6737
1962	7174
1962	10419
1962	65986
1962	85315
1969	2041
1969	2885
1969	3172
1969	3688
1969	3690
1969	5295
1969	5315
1969	5747
1969	6503
1969	7074
1969	7126
1969	9354
1969	23385
1969	29785
1969	84548
1975	2534
1975	4088
1975	5062
1975	5578
1975	6789
1975	7465
1975	7520
1975	7531
1975	7874
1975	8139
1975	8450
1975	8452
1975	9924
1975	9972
1975	10693
1975	23039
1975	25939
1975	27161
1975	51676
1975	57122
1975	57154
1979	3172
1979	6872
1979	145226
1997	6667
2000	6502
2000	9734
2000	9759
2000	10765
2000	26272
2004	2885
2004	5295
2004	8554
2009	27436
2009	81875
2033	2034
2033	2113
2033	2114
2033	2273
2033	2335
2033	2547
2033	2885
2033	2976
2033	3065
2033	3075
2033	3091
2033	3192
2033	3217
2033	3454
2033	3476
2033	3621
2033	3660
2033	3663
2033	3699
2033	3937
2033	4088
2033	4089
2033	4149
2033	4205
2033	4306
2033	4772
2033	4850
2033	4862
2033	4928
2033	5062
2033	5105
2033	5295
2033	5315
2033	5321
2033	5340
2033	5430
2033	5465
2033	5562
2033	5578
2033	5579
2033	5580
2033	5591
2033	5594
2033	5604
2033	6502
2033	6595
2033	6602
2033	6667
2033	6714
2033	6777
2033	6886
2033	6908
2033	7014
2033	7066
2033	7421
2033	7704
2033	7994
2033	8202
2033	8648
2033	8888
2033	8925
2033	9070
2033	9612
2033	9656
2033	9794
2033	9970
2033	10013
2033	10370
2033	10401
2033	10499
2033	10847
2033	10891
2033	10933
2033	22919
2033	22938
2033	23028
2033	23054
2033	23242
2033	23426
2033	26053
2033	26190
2033	26959
2033	28996
2033	30009
2033	50943
2033	51621
2033	55818
2033	57062
2033	57658
2033	79726
2034	2113
2034	3091
2034	4088
2034	4149
2034	5315
2034	5469
2034	5587
2034	6595
2034	6667
2034	9282
2034	9968
2034	10238
2034	23019
2034	23028
2034	23310
2034	23648
2034	25904
2034	25942
2034	29102
2034	29883
2034	112399
2035	2273
2035	2335
2035	2806
2035	3030
2035	3064
2035	3251
2035	4088
2035	4218
2035	4628
2035	5579
2035	6282
2035	6397
2035	6709
2035	6711
2035	7178
2035	7332
2035	8826
2035	9341
2035	9414
2035	9631
2035	10128
2035	22919
2035	23020
2037	6709
2037	23136
2037	23524
2037	29785
2037	50717
2037	65125
2037	79726
2037	342371
2040	2335
2040	3172
2040	3842
2040	4149
2040	4218
2040	4818
2040	5727
2040	6513
2040	6872
2040	7385
2040	7412
2040	7416
2040	7879
2040	8607
2040	9183
2040	9675
2040	9693
2040	9791
2040	10526
2040	11160
2040	23041
2040	23066
2040	23165
2040	23197
2040	23450
2040	25953
2040	51604
2040	55705
2040	57510
2040	91869
2040	113174
2040	200734
2041	3172
2041	4763
2041	4976
2041	5315
2041	5591
2041	5824
2041	8729
2041	9044
2041	9736
2041	9793
2041	23066
2041	23233
2041	23310
2041	26046
2041	54892
2041	55181
2041	64328
2041	113174
2047	2885
2047	2887
2047	3141
2059	2547
2059	2885
2059	3688
2059	3689
2059	3690
2059	6654
2059	6714
2059	7802
2059	9656
2059	23450
2059	29119
2064	2065
2064	2103
2064	2203
2064	2289
2064	2534
2064	2782
2064	2885
2064	3480
2064	3572
2064	3598
2064	3667
2064	3678
2064	3691
2064	3716
2064	3717
2064	3842
2064	3932
2064	4771
2064	5058
2064	5287
2064	5295
2064	5315
2064	5335
2064	5336
2064	5562
2064	5578
2064	5604
2064	5708
2064	5747
2064	5787
2064	5788
2064	5795
2064	5796
2064	5800
2064	5903
2064	6452
2064	6503
2064	6654
2064	6714
2064	6830
2064	6850
2064	6872
2064	7040
2064	7048
2064	7094
2064	7409
2064	7430
2064	8202
2064	8428
2064	8503
2064	8826
2064	9047
2064	9180
2064	9791
2064	9846
2064	10013
2064	10049
2064	10128
2064	10161
2064	10451
2064	10855
2064	11326
2064	25885
2064	29760
2064	54206
2064	55609
2064	55715
2064	57731
2064	59345
2064	64759
2064	83442
2064	84868
2064	84959
2064	117157
2065	2260
2065	2885
2065	3055
2065	3113
2065	3172
2065	3572
2065	3717
2065	3718
2065	5295
2065	5335
2065	5648
2065	5747
2065	6184
2065	6232
2065	6654
2065	6714
2065	6850
2065	7409
2065	7535
2065	8503
2065	10013
2065	10128
2065	10451
2065	64759
2070	55810
2071	2074
2071	5430
2071	5432
2071	7508
2071	7702
2071	7874
2071	54888
2071	55729
2071	57654
2074	3065
2074	3172
2074	3192
2074	4149
2074	5430
2074	6872
2074	7874
2074	8450
2074	25885
2074	57520
2078	2114
2078	2289
2078	2313
2078	2547
2078	3065
2078	3192
2078	4005
2078	4841
2078	5327
2078	5430
2078	5591
2078	5594
2078	6688
2078	6709
2078	6737
2078	7155
2078	7520
2078	7704
2078	8239
2078	8452
2078	8835
2078	9416
2078	9869
2078	10013
2078	10594
2078	23020
2078	23316
2078	23450
2078	23451
2078	51365
2078	55466
2081	5663
2081	6400
2081	6872
2081	7189
2103	2782
2103	2885
2103	6232
2103	6667
2103	8202
2103	8204
2103	8431
2103	10049
2103	10128
2103	10499
2103	54206
2103	57731
2103	59345
2103	84959
2113	2114
2113	2547
2113	2778
2113	3932
2113	4088
2113	5315
2113	5584
2113	5591
2113	5594
2113	6196
2113	6595
2113	6667
2113	6688
2113	6714
2113	6777
2113	6850
2113	6886
2113	6908
2113	7465
2113	7520
2113	8202
2113	8648
2113	8664
2113	9900
2113	22990
2113	51663
2113	57178
2113	85012
2113	283820
2114	6688
2114	6714
2114	6777
2114	8202
2114	8648
2114	9372
2114	10771
2114	55070
2114	203286
2119	6404
2119	55070
2121	3172
2131	2132
2131	5430
2131	5727
2131	5824
2131	6872
2131	27163
2131	163590
2131	375387
2132	3115
2132	3172
2132	3423
2132	6235
2132	6606
2132	27130
2132	60312
2145	3720
2145	10771
2151	2534
2151	2885
2151	5335
2151	6714
2151	10207
2153	5627
2153	22915
2157	2158
2157	5627
2157	7450
2158	2677
2158	3172
2158	10979
2158	29843
2158	51366
2158	55181
2158	85379
2160	2811
2160	3827
2160	7980
2170	3672
2170	3678
2170	3688
2170	3691
2178	5167
2201	2335
2201	3064
2201	92949
2203	5747
2203	5795
2203	7097
2203	10013
2203	11035
2203	54677
2204	3034
2204	4067
2204	22979
2204	29992
2204	84656
2207	2214
2207	4067
2207	5336
2207	6850
2207	9437
2208	2534
2208	3689
2208	11016
2208	54625
2212	2213
2212	2534
2212	3055
2212	4067
2212	5295
2212	6737
2212	6850
2212	9103
2213	2534
2213	2885
2213	3635
2213	4067
2213	5335
2213	5594
2213	5777
2213	6714
2214	2215
2214	3932
2214	5788
2214	6850
2214	7535
2214	7597
2214	23413
2215	8828
2215	84230
2219	2220
2219	5648
2219	5786
2219	7040
2219	23317
2219	26032
2219	57670
2220	5648
2243	2244
2243	2266
2243	2335
2243	3273
2243	3690
2243	4811
2243	5327
2243	7170
2243	11269
2243	24144
2243	81609
2244	2266
2244	2335
2244	3796
2244	4018
2244	4811
2244	5058
2244	5062
2244	5584
2244	5604
2244	6606
2244	7094
2244	8503
2244	9559
2244	9748
2244	9805
2244	10291
2244	11269
2244	56259
2244	58533
2244	79068
2244	81609
2244	83939
2245	2677
2245	9644
2245	9844
2245	57488
2246	2260
2246	5430
2246	6383
2246	6872
2246	7049
2246	8829
2246	23028
2246	133584
2260	2885
2260	3002
2260	3059
2260	3141
2260	3691
2260	3717
2260	3730
2260	3964
2260	4684
2260	5295
2260	5315
2260	5335
2260	5573
2260	5594
2260	6452
2260	6503
2260	6654
2260	6714
2260	7048
2260	7812
2260	8829
2260	9213
2260	56474
2260	90273
2260	115677
2260	145407
2260	219931
2266	2335
2266	3383
2266	3684
2266	3690
2266	11269
2266	81609
2273	3488
2273	4088
2273	4089
2273	6667
2273	6789
2273	7048
2273	7325
2273	8204
2273	9590
2273	9641
2273	9923
2273	23499
2273	57154
2289	2547
2289	3551
2289	4306
2289	5129
2289	5562
2289	5591
2289	5836
2289	7170
2289	7520
2289	7874
2289	9641
2289	10000
2289	10049
2289	10420
2289	10724
2289	11035
2289	23239
2289	26523
2289	27161
2289	51268
2289	55070
2289	79705
2289	84893
2289	90957
2289	91662
2289	140901
2313	4088
2313	5580
2313	7048
2313	8554
2317	2335
2317	2811
2317	2885
2317	3688
2317	3690
2317	4867
2317	5295
2317	5335
2317	5663
2317	6045
2317	7412
2317	8826
2317	9656
2317	23352
2317	51676
2317	55729
2321	2534
2321	2885
2321	3055
2321	3791
2321	5295
2321	5315
2321	5335
2321	5336
2321	5747
2321	5787
2321	5795
2321	6280
2321	8828
2321	8829
2322	2885
2322	3635
2322	5295
2322	5777
2322	5795
2322	6452
2322	6503
2322	6850
2322	8835
2329	7094
2335	2534
2335	2539
2335	2547
2335	2618
2335	2665
2335	2885
2335	3002
2335	3030
2335	3065
2335	3091
2335	3190
2335	3192
2335	3273
2335	3482
2335	3488
2335	3678
2335	3688
2335	3690
2335	3697
2335	3698
2335	3735
2335	3936
2335	3964
2335	3965
2335	4018
2335	4089
2335	4134
2335	4628
2335	4735
2335	4841
2335	4907
2335	5265
2335	5267
2335	5297
2335	5315
2335	5327
2335	5340
2335	5432
2335	5549
2335	5579
2335	5591
2335	5711
2335	5717
2335	5908
2335	5912
2335	6184
2335	6210
2335	6232
2335	6251
2335	6383
2335	6387
2335	6634
2335	6678
2335	6711
2335	6767
2335	6908
2335	7018
2335	7052
2335	7073
2335	7094
2335	7170
2335	7332
2335	7430
2335	7431
2335	7520
2335	7531
2335	7879
2335	8431
2335	8664
2335	8761
2335	8766
2335	8826
2335	8880
2335	8904
2335	9183
2335	9184
2335	9343
2335	9559
2335	9631
2335	9793
2335	9898
2335	10128
2335	10130
2335	10419
2335	10487
2335	10594
2335	10642
2335	10643
2335	10644
2335	11160
2335	11221
2335	11226
2335	11328
2335	22919
2335	23019
2335	23020
2335	23165
2335	23195
2335	23451
2335	23499
2335	27350
2335	51386
2335	51520
2335	55226
2335	57161
2335	57488
2335	57498
2335	57510
2335	64744
2335	79026
2335	79869
2335	83706
2335	124801
2358	6542
2358	23420
2358	23556
2358	27229
2358	64225
2358	84230
2358	89122
2358	153129
2358	201562
2358	253782
2358	408050
2358	653519
2395	6714
2444	2534
2444	2969
2444	3172
2444	8607
2494	3172
2494	6714
2494	8202
2494	8204
2494	8431
2494	8648
2494	10499
2494	10891
2494	64324
2534	2782
2534	2799
2534	2885
2534	2887
2534	3059
2534	3073
2534	3141
2534	3190
2534	3553
2534	3560
2534	3667
2534	3691
2534	3717
2534	3791
2534	3815
2534	3937
2534	3984
2534	4162
2534	4684
2534	4739
2534	5062
2534	5098
2534	5175
2534	5295
2534	5335
2534	5336
2534	5338
2534	5509
2534	5580
2534	5583
2534	5584
2534	5588
2534	5747
2534	5786
2534	5788
2534	5789
2534	5795
2534	6196
2534	6452
2534	6504
2534	6654
2534	6667
2534	6714
2534	6850
2534	7189
2534	7301
2534	7332
2534	7409
2534	7454
2534	7456
2534	7535
2534	8503
2534	8853
2534	9103
2534	9228
2534	9282
2534	9472
2534	9498
2534	9672
2534	9793
2534	9826
2534	10013
2534	10040
2534	10163
2534	10618
2534	11122
2534	11184
2534	22919
2534	23028
2534	23136
2534	23230
2534	27154
2534	50807
2534	51283
2534	51729
2534	51744
2534	54206
2534	54331
2534	55715
2534	56995
2534	57169
2534	57190
2534	79930
2534	80306
2534	81875
2534	84548
2534	84868
2534	89790
2534	139716
2534	158471
2538	3172
2539	2799
2539	3172
2539	5062
2539	5580
2539	6714
2539	7052
2539	7531
2539	8399
2539	27430
2542	3172
2547	2618
2547	2885
2547	3002
2547	3064
2547	3172
2547	3217
2547	3383
2547	3428
2547	3614
2547	3752
2547	3980
2547	4088
2547	4149
2547	4771
2547	4817
2547	5175
2547	5272
2547	5573
2547	5591
2547	5607
2547	6678
2547	6688
2547	6749
2547	6767
2547	6789
2547	6872
2547	6886
2547	7014
2547	7409
2547	7412
2547	7508
2547	7520
2547	7812
2547	8291
2547	8353
2547	8837
2547	9447
2547	9991
2547	10013
2547	11198
2547	22938
2547	23054
2547	23193
2547	23468
2547	23524
2547	25939
2547	26523
2547	27161
2547	51365
2547	57154
2547	89848
2547	149628
2549	2885
2549	3055
2549	3172
2549	3635
2549	3932
2549	4067
2549	4233
2549	5295
2549	5335
2549	5336
2549	5584
2549	5594
2549	5780
2549	5787
2549	5788
2549	5795
2549	5800
2549	6503
2549	6654
2549	6714
2549	6830
2549	6850
2549	7145
2549	7409
2549	8503
2549	9047
2549	9846
2549	10123
2549	10451
2549	29760
2549	64759
2549	117157
2581	4149
2581	4152
2581	6872
2581	8530
2581	8932
2581	10320
2581	57727
2618	5430
2618	6872
2618	7412
2618	7453
2618	8452
2618	11124
2618	22929
2618	23039
2618	25939
2619	3172
2631	3030
2631	3098
2631	5584
2631	5591
2631	7453
2631	8452
2631	8508
2631	10135
2631	23193
2631	51479
2631	51520
2631	51729
2631	114884
2631	154796
2631	440738
2638	2885
2638	8503
2643	5577
2643	5607
2643	9815
2643	10287
2643	22895
2643	25927
2643	84254
2650	5579
2650	5727
2650	6251
2650	55742
2665	4218
2665	5062
2665	6872
2665	7189
2665	8766
2665	10075
2665	11031
2665	51762
2665	57154
2674	4684
2677	3172
2677	8905
2683	3598
2683	5727
2683	10098
2683	10437
2683	79867
2720	6097
2720	6767
2720	7109
2720	7431
2733	3428
2733	6045
2733	9631
2733	9972
2733	57122
2733	81929
2734	2869
2734	5796
2734	6045
2734	6872
2734	9924
2734	197259
2747	6045
2747	10040
2760	3073
2760	5338
2760	6872
2760	10291
2760	11269
2760	54994
2760	58516
2760	80262
2769	3577
2769	3579
2769	5578
2769	5708
2769	80304
2778	2782
2778	3718
2778	5105
2778	7433
2778	8604
2778	8607
2778	8924
2778	24145
2778	54331
2778	59345
2778	91748
2782	2785
2782	2793
2782	3064
2782	4688
2782	5058
2782	5082
2782	5708
2782	5747
2782	7412
2782	8997
2782	9759
2782	9924
2782	11035
2782	23191
2782	23263
2782	25926
2782	27185
2782	29119
2782	54331
2782	64857
2785	5082
2785	59345
2793	59345
2799	2885
2799	3172
2799	3796
2799	4149
2799	6714
2799	6872
2799	8454
2799	10845
2799	55959
2800	6293
2800	6872
2800	11178
2800	24144
2804	6515
2804	7874
2804	26003
2804	54520
2805	3172
2805	3251
2805	6872
2805	23043
2806	5062
2806	7416
2806	9581
2806	23043
2811	3684
2811	3827
2811	6850
2811	7450
2811	7531
2820	4771
2820	7109
2820	23197
2820	56104
2820	115825
2823	3064
2823	4249
2823	5578
2823	91869
2829	6375
2829	6846
2829	84656
2869	3141
2869	3192
2869	3717
2869	4134
2869	4628
2869	5058
2869	5305
2869	5591
2869	5708
2869	5717
2869	6594
2869	6709
2869	6711
2869	6767
2869	6872
2869	7025
2869	7520
2869	8239
2869	8450
2869	8496
2869	8567
2869	8607
2869	8853
2869	9228
2869	9343
2869	9790
2869	9793
2869	10013
2869	10128
2869	22983
2869	23066
2869	23189
2869	23196
2869	23367
2869	23524
2869	25942
2869	50628
2869	51479
2869	54863
2869	55226
2869	56888
2869	91754
2869	92345
2869	114793
2869	285527
2885	2887
2885	2909
2885	3005
2885	3059
2885	3064
2885	3075
2885	3190
2885	3192
2885	3240
2885	3305
2885	3560
2885	3561
2885	3572
2885	3635
2885	3663
2885	3667
2885	3691
2885	3710
2885	3716
2885	3717
2885	3791
2885	3815
2885	3842
2885	3891
2885	3937
2885	3953
2885	3983
2885	4005
2885	4008
2885	4009
2885	4063
2885	4088
2885	4233
2885	4253
2885	4430
2885	4628
2885	4638
2885	4744
2885	4841
2885	5058
2885	5062
2885	5148
2885	5156
2885	5169
2885	5287
2885	5295
2885	5315
2885	5335
2885	5336
2885	5338
2885	5430
2885	5465
2885	5573
2885	5591
2885	5594
2885	5607
2885	5663
2885	5717
2885	5747
2885	5777
2885	5786
2885	5788
2885	5795
2885	5796
2885	5799
2885	6210
2885	6279
2885	6280
2885	6402
2885	6452
2885	6578
2885	6602
2885	6654
2885	6667
2885	6709
2885	6711
2885	6714
2885	6850
2885	6872
2885	7010
2885	7018
2885	7301
2885	7409
2885	7412
2885	7431
2885	7454
2885	7456
2885	7531
2885	7535
2885	7798
2885	8452
2885	8503
2885	8607
2885	8664
2885	8766
2885	8826
2885	8853
2885	9050
2885	9103
2885	9228
2885	9282
2885	9472
2885	9577
2885	9641
2885	9644
2885	9793
2885	9826
2885	9846
2885	9901
2885	9931
2885	9967
2885	10040
2885	10114
2885	10163
2885	10165
2885	10216
2885	10251
2885	10419
2885	10451
2885	10461
2885	10618
2885	10642
2885	10687
2885	10825
2885	10845
2885	10956
2885	11122
2885	11184
2885	22794
2885	22885
2885	23001
2885	23013
2885	23019
2885	23020
2885	23164
2885	23230
2885	23336
2885	23352
2885	26999
2885	27036
2885	27154
2885	29102
2885	29760
2885	29766
2885	50807
2885	51225
2885	51631
2885	51729
2885	51744
2885	51762
2885	54206
2885	54521
2885	55114
2885	55234
2885	56252
2885	57190
2885	57569
2885	57594
2885	63898
2885	79026
2885	79705
2885	79834
2885	79930
2885	80306
2885	81875
2885	84656
2885	84959
2885	85021
2885	90134
2885	92521
2885	94015
2885	112574
2885	118788
2885	124540
2885	139716
2885	222484
2885	283377
2885	285590
2885	387357
2887	3480
2887	3667
2887	3717
2887	3791
2887	3815
2887	5295
2887	5594
2887	5604
2887	6714
2887	7531
2887	26058
2887	57520
2887	79726
2887	84273
2900	80230
2909	3065
2909	5578
2909	8153
2969	3065
2969	3172
2969	3717
2969	5430
2969	5591
2969	5594
2969	6045
2969	6714
2969	6789
2969	7189
2969	7453
2969	7874
2969	8452
2969	9203
2969	9447
2969	22926
2969	22938
2969	23028
2969	23524
2969	51317
2969	55823
2969	56474
2969	389524
2976	6383
2976	6872
2976	6908
2976	8347
2976	8924
2976	10623
2976	22938
2976	27332
2976	84838
2976	92595
2982	116987
3002	3482
3002	5272
3002	5551
3002	5552
3002	5591
3002	5747
3002	6709
3002	7431
3002	7520
3002	9354
3002	10277
3005	3428
3005	5579
3005	5580
3005	6045
3005	84273
3026	3827
